kyoku_id,hanchan_id,room_class_label,honba,kyotaku,oya_rel,seat0_player_name,seat1_player_name,seat2_player_name,seat3_player_name,oya_player_name
20260403201745_0300,20260403201745,上級卓,0,0,0,パシフィック,srvjimi,michi3,NoName,パシフィック
20260403204242_0000,20260403204242,上級卓,0,0,2,パシフィック,フレイヤ,たこぢ,蕎麦が好き,たこぢ
20260403204242_0100,20260403204242,上級卓,0,0,3,パシフィック,フレイヤ,たこぢ,蕎麦が好き,蕎麦が好き
20260403204242_0200,20260403204242,上級卓,0,1,0,パシフィック,フレイヤ,たこぢ,蕎麦が好き,パシフィック
20260403204242_0300,20260403204242,上級卓,0,0,1,パシフィック,フレイヤ,たこぢ,蕎麦が好き,フレイヤ
20260403205755_0000,20260403205755,上級卓,0,0,0,パシフィック,1963414,NoName,二代目パンパン男,パシフィック
20260403205755_0100,20260403205755,上級卓,0,0,1,パシフィック,1963414,NoName,二代目パンパン男,1963414
20260403205755_0200,20260403205755,上級卓,0,0,2,パシフィック,1963414,NoName,二代目パンパン男,NoName
20260403205755_0400,20260403205755,上級卓,0,0,0,パシフィック,1963414,NoName,二代目パンパン男,パシフィック
20260403205755_0500,20260403205755,上級卓,0,0,1,パシフィック,1963414,NoName,二代目パンパン男,1963414
20260403205755_0600,20260403205755,上級卓,0,0,2,パシフィック,1963414,NoName,二代目パンパン男,NoName
20260403205755_0700,20260403205755,上級卓,0,0,3,パシフィック,1963414,NoName,二代目パンパン男,二代目パンパン男
20260403215003_0100,20260403215003,一般卓,0,0,1,パシフィック,もん太,硬亀頭型ザクⅡ,NoName,もん太
20260403215003_0200,20260403215003,一般卓,0,0,2,パシフィック,もん太,硬亀頭型ザクⅡ,NoName,硬亀頭型ザクⅡ
20260403215003_0201,20260403215003,一般卓,1,0,2,パシフィック,もん太,硬亀頭型ザクⅡ,NoName,硬亀頭型ザクⅡ
20260403221108_0000,20260403221108,,0,0,0,パシフィック,ラーシャロム,harukun,エスニカン,パシフィック
20260403230624_0000,20260403230624,上級卓,0,0,2,パシフィック,NoName,tera777,ジータス,tera777
20260403230624_0100,20260403230624,上級卓,0,0,3,パシフィック,NoName,tera777,ジータス,ジータス
20260403230624_0101,20260403230624,上級卓,1,0,3,パシフィック,NoName,tera777,ジータス,ジータス
20260403230624_0102,20260403230624,上級卓,2,0,3,パシフィック,NoName,tera777,ジータス,ジータス
20260404062215_0000,20260404062215,特上卓,0,0,2,s6u,玄化,遠坂式,gbrnrn,遠坂式
20260404062215_0100,20260404062215,特上卓,0,0,3,s6u,玄化,遠坂式,gbrnrn,gbrnrn
20260404062215_0101,20260404062215,特上卓,1,0,3,s6u,玄化,遠坂式,gbrnrn,gbrnrn
20260404062215_0200,20260404062215,特上卓,0,0,0,s6u,玄化,遠坂式,gbrnrn,s6u
20260404062215_0201,20260404062215,特上卓,1,0,0,s6u,玄化,遠坂式,gbrnrn,s6u
20260404062215_0300,20260404062215,特上卓,0,0,1,s6u,玄化,遠坂式,gbrnrn,玄化
20260404062215_0400,20260404062215,特上卓,0,0,2,s6u,玄化,遠坂式,gbrnrn,遠坂式
20260404062215_0500,20260404062215,特上卓,0,0,3,s6u,玄化,遠坂式,gbrnrn,gbrnrn
20260404062215_0600,20260404062215,特上卓,0,0,0,s6u,玄化,遠坂式,gbrnrn,s6u
20260404062215_0601,20260404062215,特上卓,1,0,0,s6u,玄化,遠坂式,gbrnrn,s6u
20260404062215_0700,20260404062215,特上卓,0,0,1,s6u,玄化,遠坂式,gbrnrn,玄化
20260404071858_0000,20260404071858,一般卓,0,0,0,パシフィック,NoName,9sho9,saitosan,パシフィック
20260406212055_0000,20260406212055,一般卓,0,0,2,パシフィック,NoName,ちょんぼ,チョンボゴメン,ちょんぼ
20260406212055_0100,20260406212055,一般卓,0,0,3,パシフィック,NoName,ちょんぼ,チョンボゴメン,チョンボゴメン
20260406212055_0101,20260406212055,一般卓,1,0,3,パシフィック,NoName,ちょんぼ,チョンボゴメン,チョンボゴメン
20260406212055_0200,20260406212055,一般卓,0,0,0,パシフィック,NoName,ちょんぼ,チョンボゴメン,パシフィック
20260406213531_0000,20260406213531,,0,0,2,パシフィック,COM,COM,COM,COM
20260408214925_0000,20260408214925,特上卓,0,0,1,s6u,くいい,愛爾維西亞,Sentoven,くいい
20260408214925_0100,20260408214925,特上卓,0,0,2,s6u,くいい,愛爾維西亞,Sentoven,愛爾維西亞
20260408214925_0200,20260408214925,特上卓,0,0,3,s6u,くいい,愛爾維西亞,Sentoven,Sentoven
20260408214925_0300,20260408214925,特上卓,0,0,0,s6u,くいい,愛爾維西亞,Sentoven,s6u
20260408214925_0400,20260408214925,特上卓,0,0,1,s6u,くいい,愛爾維西亞,Sentoven,くいい
20260408214925_0500,20260408214925,特上卓,0,0,2,s6u,くいい,愛爾維西亞,Sentoven,愛爾維西亞
20260408214925_0600,20260408214925,特上卓,0,0,3,s6u,くいい,愛爾維西亞,Sentoven,Sentoven
20260408214925_0601,20260408214925,特上卓,1,0,3,s6u,くいい,愛爾維西亞,Sentoven,Sentoven
20260408214925_0700,20260408214925,特上卓,0,0,0,s6u,くいい,愛爾維西亞,Sentoven,s6u
20260408222356_0000,20260408222356,特上卓,0,0,2,s6u,Youne,ヴームリン,はぐれメタボ,ヴームリン
20260408222356_0001,20260408222356,特上卓,1,0,2,s6u,Youne,ヴームリン,はぐれメタボ,ヴームリン
20260408222356_0002,20260408222356,特上卓,2,0,2,s6u,Youne,ヴームリン,はぐれメタボ,ヴームリン
20260408222356_0100,20260408222356,特上卓,0,0,3,s6u,Youne,ヴームリン,はぐれメタボ,はぐれメタボ
20260408222356_0200,20260408222356,特上卓,0,0,0,s6u,Youne,ヴームリン,はぐれメタボ,s6u
20260408222356_0300,20260408222356,特上卓,0,0,1,s6u,Youne,ヴームリン,はぐれメタボ,Youne
20260408222356_0400,20260408222356,特上卓,0,0,2,s6u,Youne,ヴームリン,はぐれメタボ,ヴームリン
20260408222356_0500,20260408222356,特上卓,0,0,3,s6u,Youne,ヴームリン,はぐれメタボ,はぐれメタボ
20260408222356_0501,20260408222356,特上卓,1,0,3,s6u,Youne,ヴームリン,はぐれメタボ,はぐれメタボ
20260408222356_0502,20260408222356,特上卓,2,0,3,s6u,Youne,ヴームリン,はぐれメタボ,はぐれメタボ
20260408222356_0504,20260408222356,特上卓,4,3,3,s6u,Youne,ヴームリン,はぐれメタボ,はぐれメタボ
20260408222356_0505,20260408222356,特上卓,5,0,3,s6u,Youne,ヴームリン,はぐれメタボ,はぐれメタボ
20260408230458_0000,20260408230458,特上卓,0,0,0,s6u,前髪おいしい,愛人28号,遠藤幸寛,s6u
20260408230458_0001,20260408230458,特上卓,1,1,0,s6u,前髪おいしい,愛人28号,遠藤幸寛,s6u
20260408230458_0102,20260408230458,特上卓,2,1,1,s6u,前髪おいしい,愛人28号,遠藤幸寛,前髪おいしい
20260408230458_0200,20260408230458,特上卓,0,0,2,s6u,前髪おいしい,愛人28号,遠藤幸寛,愛人28号
20260408230458_0201,20260408230458,特上卓,1,0,2,s6u,前髪おいしい,愛人28号,遠藤幸寛,愛人28号
20260408230458_0202,20260408230458,特上卓,2,0,2,s6u,前髪おいしい,愛人28号,遠藤幸寛,愛人28号
20260408230458_0300,20260408230458,特上卓,0,0,3,s6u,前髪おいしい,愛人28号,遠藤幸寛,遠藤幸寛
20260408232956_0000,20260408232956,特上卓,0,0,3,s6u,バリッサ,トシぼう,はわわ軍師!,はわわ軍師!
20260408232956_0001,20260408232956,特上卓,1,0,3,s6u,バリッサ,トシぼう,はわわ軍師!,はわわ軍師!
20260408232956_0100,20260408232956,特上卓,0,0,0,s6u,バリッサ,トシぼう,はわわ軍師!,s6u
20260408232956_0200,20260408232956,特上卓,0,0,1,s6u,バリッサ,トシぼう,はわわ軍師!,バリッサ
20260408232956_0300,20260408232956,特上卓,0,0,2,s6u,バリッサ,トシぼう,はわわ軍師!,トシぼう
20260408232956_0400,20260408232956,特上卓,0,0,3,s6u,バリッサ,トシぼう,はわわ軍師!,はわわ軍師!
20260408232956_0401,20260408232956,特上卓,1,0,3,s6u,バリッサ,トシぼう,はわわ軍師!,はわわ軍師!
20260408232956_0500,20260408232956,特上卓,0,0,0,s6u,バリッサ,トシぼう,はわわ軍師!,s6u
20260408232956_0501,20260408232956,特上卓,1,1,0,s6u,バリッサ,トシぼう,はわわ軍師!,s6u
20260408232956_0600,20260408232956,特上卓,0,0,1,s6u,バリッサ,トシぼう,はわわ軍師!,バリッサ
20260408232956_0700,20260408232956,特上卓,0,0,2,s6u,バリッサ,トシぼう,はわわ軍師!,トシぼう
20260409110743_0000,20260409110743,特上卓,0,0,2,s6u,santal,mezzuj-2,QryanQ,mezzuj-2
20260409110743_0100,20260409110743,特上卓,0,0,3,s6u,santal,mezzuj-2,QryanQ,QryanQ
20260409110743_0200,20260409110743,特上卓,0,0,0,s6u,santal,mezzuj-2,QryanQ,s6u
20260409110743_0301,20260409110743,特上卓,1,0,1,s6u,santal,mezzuj-2,QryanQ,santal
20260409110743_0400,20260409110743,特上卓,0,0,2,s6u,santal,mezzuj-2,QryanQ,mezzuj-2
20260409110743_0401,20260409110743,特上卓,1,0,2,s6u,santal,mezzuj-2,QryanQ,mezzuj-2
20260409110743_0500,20260409110743,特上卓,0,0,3,s6u,santal,mezzuj-2,QryanQ,QryanQ
20260409110743_0501,20260409110743,特上卓,1,0,3,s6u,santal,mezzuj-2,QryanQ,QryanQ
20260409110743_0600,20260409110743,特上卓,0,0,0,s6u,santal,mezzuj-2,QryanQ,s6u
20260409110743_0700,20260409110743,特上卓,0,0,1,s6u,santal,mezzuj-2,QryanQ,santal
20260409115526_0000,20260409115526,特上卓,0,0,2,s6u,SweetBit,ff2,不会配平,ff2
20260409115526_0001,20260409115526,特上卓,1,0,2,s6u,SweetBit,ff2,不会配平,ff2
20260409115526_0100,20260409115526,特上卓,0,0,3,s6u,SweetBit,ff2,不会配平,不会配平
20260409115526_0200,20260409115526,特上卓,0,0,0,s6u,SweetBit,ff2,不会配平,s6u
20260409115526_0201,20260409115526,特上卓,1,0,0,s6u,SweetBit,ff2,不会配平,s6u
20260409115526_0202,20260409115526,特上卓,2,0,0,s6u,SweetBit,ff2,不会配平,s6u
20260409121212_0000,20260409121212,特上卓,0,0,1,s6u,キャキャオ,田口,ff2,キャキャオ
20260409121212_0001,20260409121212,特上卓,1,0,1,s6u,キャキャオ,田口,ff2,キャキャオ
20260409121212_0100,20260409121212,特上卓,0,0,2,s6u,キャキャオ,田口,ff2,田口
20260409121212_0200,20260409121212,特上卓,0,0,3,s6u,キャキャオ,田口,ff2,ff2
20260409121212_0300,20260409121212,特上卓,0,0,0,s6u,キャキャオ,田口,ff2,s6u
20260409121212_0400,20260409121212,特上卓,0,0,1,s6u,キャキャオ,田口,ff2,キャキャオ
20260409121212_0401,20260409121212,特上卓,1,0,1,s6u,キャキャオ,田口,ff2,キャキャオ
20260409121212_0402,20260409121212,特上卓,キャキャオ,田口,ff2,キャキャオ,キャキャオ,田口,ff2,
20260409121212_0403,20260409121212,特上卓,キャキャオ,田口,ff2,キャキャオ,キャキャオ,田口,ff2,
20260409121212_0500,20260409121212,特上卓,キャキャオ,田口,ff2,田口,キャキャオ,田口,ff2,
20260409121212_0600,20260409121212,特上卓,キャキャオ,田口,ff2,ff2,キャキャオ,田口,ff2,
20260409121212_0701,20260409121212,特上卓,キャキャオ,田口,ff2,s6u,キャキャオ,田口,ff2,
20260409125356_0000,20260409125356,特上卓,0,0,2,s6u,ありえへん,たけぽん@tkp,めった斬り,たけぽん@tkp
20260409125356_0100,20260409125356,特上卓,0,0,3,s6u,ありえへん,たけぽん@tkp,めった斬り,めった斬り
20260409125356_0200,20260409125356,特上卓,0,0,0,s6u,ありえへん,たけぽん@tkp,めった斬り,s6u
20260409125356_0300,20260409125356,特上卓,0,0,1,s6u,ありえへん,たけぽん@tkp,めった斬り,ありえへん
20260409125356_0400,20260409125356,特上卓,0,0,2,s6u,ありえへん,たけぽん@tkp,めった斬り,たけぽん@tkp
20260409125356_0401,20260409125356,特上卓,1,0,2,s6u,ありえへん,たけぽん@tkp,めった斬り,たけぽん@tkp
20260409125356_0402,20260409125356,特上卓,2,0,2,s6u,ありえへん,たけぽん@tkp,めった斬り,たけぽん@tkp
20260409125356_0403,20260409125356,特上卓,3,0,2,s6u,ありえへん,たけぽん@tkp,めった斬り,たけぽん@tkp
20260409125356_0404,20260409125356,特上卓,4,1,2,s6u,ありえへん,たけぽん@tkp,めった斬り,たけぽん@tkp
20260409125356_0500,20260409125356,特上卓,0,0,3,s6u,ありえへん,たけぽん@tkp,めった斬り,めった斬り
20260409125356_0600,20260409125356,特上卓,0,0,0,s6u,ありえへん,たけぽん@tkp,めった斬り,s6u
20260409125356_0700,20260409125356,特上卓,0,0,1,s6u,ありえへん,たけぽん@tkp,めった斬り,ありえへん
20260409140230_0000,20260409140230,上級卓,0,0,1,パシフィック,牙狼104,diid,NEWカザマH,牙狼104
20260409140230_0100,20260409140230,上級卓,0,0,2,パシフィック,牙狼104,diid,NEWカザマH,diid
20260409195219_0000,20260409195219,特上卓,0,0,2,s6u,bsd_3,阿部,町田商店美味しい,阿部
20260409195219_0100,20260409195219,特上卓,0,0,3,s6u,bsd_3,阿部,町田商店美味しい,町田商店美味しい
20260409195219_0200,20260409195219,特上卓,0,0,0,s6u,bsd_3,阿部,町田商店美味しい,s6u
20260409195219_0201,20260409195219,特上卓,1,0,0,s6u,bsd_3,阿部,町田商店美味しい,s6u
20260409195219_0202,20260409195219,特上卓,2,0,0,s6u,bsd_3,阿部,町田商店美味しい,s6u
20260409195219_0300,20260409195219,特上卓,0,0,1,s6u,bsd_3,阿部,町田商店美味しい,bsd_3
20260409195219_0400,20260409195219,特上卓,0,0,2,s6u,bsd_3,阿部,町田商店美味しい,阿部
20260409195219_0500,20260409195219,特上卓,0,0,3,s6u,bsd_3,阿部,町田商店美味しい,町田商店美味しい
20260409195219_0601,20260409195219,特上卓,1,1,0,s6u,bsd_3,阿部,町田商店美味しい,s6u
20260409195219_0700,20260409195219,特上卓,0,0,1,s6u,bsd_3,阿部,町田商店美味しい,bsd_3
20260409202056_0000,20260409202056,特上卓,0,0,3,s6u,stark,森田哲雄,紅葉狩,紅葉狩
20260409202056_0100,20260409202056,特上卓,0,0,0,s6u,stark,森田哲雄,紅葉狩,s6u
20260409202056_0101,20260409202056,特上卓,1,0,0,s6u,stark,森田哲雄,紅葉狩,s6u
20260409202056_0102,20260409202056,特上卓,2,2,0,s6u,stark,森田哲雄,紅葉狩,s6u
20260409202056_0200,20260409202056,特上卓,0,0,1,s6u,stark,森田哲雄,紅葉狩,stark
20260409202056_0300,20260409202056,特上卓,0,0,2,s6u,stark,森田哲雄,紅葉狩,森田哲雄
20260409202056_0400,20260409202056,特上卓,0,0,3,s6u,stark,森田哲雄,紅葉狩,紅葉狩
20260409202056_0401,20260409202056,特上卓,1,0,3,s6u,stark,森田哲雄,紅葉狩,紅葉狩
20260409202056_0500,20260409202056,特上卓,0,0,0,s6u,stark,森田哲雄,紅葉狩,s6u
20260409202056_0600,20260409202056,特上卓,0,0,1,s6u,stark,森田哲雄,紅葉狩,stark
20260409202056_0601,20260409202056,特上卓,1,0,1,s6u,stark,森田哲雄,紅葉狩,stark
20260409202056_0700,20260409202056,特上卓,0,0,2,s6u,stark,森田哲雄,紅葉狩,森田哲雄
20260409205319_0000,20260409205319,特上卓,0,0,0,s6u,フルハウス777,やんぎ,ほしのてつろう,s6u
20260409205319_0100,20260409205319,特上卓,0,0,1,s6u,フルハウス777,やんぎ,ほしのてつろう,フルハウス777
20260409205319_0200,20260409205319,特上卓,0,0,2,s6u,フルハウス777,やんぎ,ほしのてつろう,やんぎ
20260409205319_0300,20260409205319,特上卓,0,0,3,s6u,フルハウス777,やんぎ,ほしのてつろう,ほしのてつろう
20260409205319_0301,20260409205319,特上卓,1,0,3,s6u,フルハウス777,やんぎ,ほしのてつろう,ほしのてつろう
20260409205319_0302,20260409205319,特上卓,2,0,3,s6u,フルハウス777,やんぎ,ほしのてつろう,ほしのてつろう
20260409205319_0303,20260409205319,特上卓,3,0,3,s6u,フルハウス777,やんぎ,ほしのてつろう,ほしのてつろう
20260409205319_0400,20260409205319,特上卓,0,0,0,s6u,フルハウス777,やんぎ,ほしのてつろう,s6u
20260409205319_0401,20260409205319,特上卓,1,0,0,s6u,フルハウス777,やんぎ,ほしのてつろう,s6u
20260409205319_0402,20260409205319,特上卓,2,0,0,s6u,フルハウス777,やんぎ,ほしのてつろう,s6u
20260409205319_0500,20260409205319,特上卓,0,0,1,s6u,フルハウス777,やんぎ,ほしのてつろう,フルハウス777
20260409205319_0600,20260409205319,特上卓,0,0,2,s6u,フルハウス777,やんぎ,ほしのてつろう,やんぎ
20260409205319_0700,20260409205319,特上卓,0,0,3,s6u,フルハウス777,やんぎ,ほしのてつろう,ほしのてつろう
20260409212649_0000,20260409212649,特上卓,0,0,3,s6u,Vbgdf,sorucano,Kingpin,Kingpin
20260409212649_0100,20260409212649,特上卓,0,0,0,s6u,Vbgdf,sorucano,Kingpin,s6u
20260409212649_0200,20260409212649,特上卓,0,0,1,s6u,Vbgdf,sorucano,Kingpin,Vbgdf
20260409212649_0300,20260409212649,特上卓,0,0,2,s6u,Vbgdf,sorucano,Kingpin,sorucano
20260409212649_0400,20260409212649,特上卓,0,0,3,s6u,Vbgdf,sorucano,Kingpin,Kingpin
20260409212649_0401,20260409212649,特上卓,1,0,3,s6u,Vbgdf,sorucano,Kingpin,Kingpin
20260409212649_0500,20260409212649,特上卓,0,0,0,s6u,Vbgdf,sorucano,Kingpin,s6u
20260409212649_0501,20260409212649,特上卓,1,0,0,s6u,Vbgdf,sorucano,Kingpin,s6u
20260409212649_0602,20260409212649,特上卓,2,1,1,s6u,Vbgdf,sorucano,Kingpin,Vbgdf
20260409212649_0700,20260409212649,特上卓,0,0,2,s6u,Vbgdf,sorucano,Kingpin,sorucano
20260409215456_0000,20260409215456,特上卓,0,0,2,s6u,violeTM,EIJee,名ナシ,EIJee
20260409215456_0001,20260409215456,特上卓,1,0,2,s6u,violeTM,EIJee,名ナシ,EIJee
20260409215456_0002,20260409215456,特上卓,2,0,2,s6u,violeTM,EIJee,名ナシ,EIJee
20260409215456_0100,20260409215456,特上卓,0,0,3,s6u,violeTM,EIJee,名ナシ,名ナシ
20260409215456_0200,20260409215456,特上卓,0,0,0,s6u,violeTM,EIJee,名ナシ,s6u
20260409215456_0300,20260409215456,特上卓,0,0,1,s6u,violeTM,EIJee,名ナシ,violeTM
20260409215456_0400,20260409215456,特上卓,0,0,2,s6u,violeTM,EIJee,名ナシ,EIJee
20260409215456_0500,20260409215456,特上卓,0,0,3,s6u,violeTM,EIJee,名ナシ,名ナシ
20260409215456_0501,20260409215456,特上卓,1,0,3,s6u,violeTM,EIJee,名ナシ,名ナシ
20260409215456_0600,20260409215456,特上卓,0,0,0,s6u,violeTM,EIJee,名ナシ,s6u
20260409215456_0601,20260409215456,特上卓,1,0,0,s6u,violeTM,EIJee,名ナシ,s6u
20260409215456_0700,20260409215456,特上卓,0,0,1,s6u,violeTM,EIJee,名ナシ,violeTM
20260410105309_0000,20260410105309,上級卓,0,0,0,パシフィック,かずきかずき,マタギ,セイジ,パシフィック
20260410105309_0100,20260410105309,上級卓,0,1,1,パシフィック,かずきかずき,マタギ,セイジ,かずきかずき
20260410105309_0101,20260410105309,上級卓,1,0,1,パシフィック,かずきかずき,マタギ,セイジ,かずきかずき
20260410105309_0200,20260410105309,上級卓,0,0,2,パシフィック,かずきかずき,マタギ,セイジ,マタギ
20260410111346_0000,20260410111346,上級卓,0,0,2,パシフィック,ミカパパママ,やまだたろう,rinjan,やまだたろう
20260410111346_0100,20260410111346,上級卓,0,0,3,パシフィック,ミカパパママ,やまだたろう,rinjan,rinjan
20260410111346_0200,20260410111346,上級卓,0,1,0,パシフィック,ミカパパママ,やまだたろう,rinjan,パシフィック
20260410111346_0300,20260410111346,上級卓,0,0,1,パシフィック,ミカパパママ,やまだたろう,rinjan,ミカパパママ
20260410111346_0400,20260410111346,上級卓,0,0,2,パシフィック,ミカパパママ,やまだたろう,rinjan,やまだたろう
20260410111346_0500,20260410111346,上級卓,0,0,3,パシフィック,ミカパパママ,やまだたろう,rinjan,rinjan
20260410125516_0000,20260410125516,一般卓,0,0,0,パシフィック,MIZUGUCH,みゃーちゃん,jk1968,パシフィック
20260410125516_0001,20260410125516,一般卓,1,0,0,パシフィック,MIZUGUCH,みゃーちゃん,jk1968,パシフィック
20260410130016_0000,20260410130016,特上卓,0,0,0,s6u,優歩,【TM】,Tak1984,s6u
20260410130016_0100,20260410130016,特上卓,0,0,1,s6u,優歩,【TM】,Tak1984,優歩
20260410130016_0200,20260410130016,特上卓,0,0,2,s6u,優歩,【TM】,Tak1984,【TM】
20260410130016_0201,20260410130016,特上卓,1,0,2,s6u,優歩,【TM】,Tak1984,【TM】
20260410130016_0202,20260410130016,特上卓,2,0,2,s6u,優歩,【TM】,Tak1984,【TM】
20260410130016_0300,20260410130016,特上卓,0,0,3,s6u,優歩,【TM】,Tak1984,Tak1984
20260410130016_0301,20260410130016,特上卓,1,2,3,s6u,優歩,【TM】,Tak1984,Tak1984
20260410130016_0302,20260410130016,特上卓,2,0,3,s6u,優歩,【TM】,Tak1984,Tak1984
20260410130016_0400,20260410130016,特上卓,0,0,0,s6u,優歩,【TM】,Tak1984,s6u
20260410130016_0500,20260410130016,特上卓,0,0,1,s6u,優歩,【TM】,Tak1984,優歩
20260410130016_0501,20260410130016,特上卓,1,0,1,s6u,優歩,【TM】,Tak1984,優歩
20260410130016_0602,20260410130016,特上卓,2,1,2,s6u,優歩,【TM】,Tak1984,【TM】
20260410130016_0700,20260410130016,特上卓,0,0,3,s6u,優歩,【TM】,Tak1984,Tak1984
20260410140817_0000,20260410140817,一般卓,0,0,1,パシフィック,偏執的文学狂想曲,NoName,nari1253,偏執的文学狂想曲
20260410203139_0000,20260410203139,特上卓,0,0,1,s6u,だいあん,カヴァレリッツォ,oxy13,だいあん
20260410203139_0001,20260410203139,特上卓,1,0,1,s6u,だいあん,カヴァレリッツォ,oxy13,だいあん
20260410203139_0100,20260410203139,特上卓,0,0,2,s6u,だいあん,カヴァレリッツォ,oxy13,カヴァレリッツォ
20260410203139_0200,20260410203139,特上卓,0,0,3,s6u,だいあん,カヴァレリッツォ,oxy13,oxy13
20260410203139_0201,20260410203139,特上卓,1,0,3,s6u,だいあん,カヴァレリッツォ,oxy13,oxy13
20260410203139_0300,20260410203139,特上卓,0,0,0,s6u,だいあん,カヴァレリッツォ,oxy13,s6u
20260410203139_0400,20260410203139,特上卓,0,0,1,s6u,だいあん,カヴァレリッツォ,oxy13,だいあん
